Cluster,tenure,MonthlyCharges,TotalCharges
0,-0.07077369434449993,-1.3981189843625823,-0.6903539810402423
1,0.9575211670216844,0.8174893976580856,1.195360719434386
2,-0.6872366693714086,0.11460472887102732,-0.5423185056005743
